   Point	                                    	nearest_coord	                            new_distance	    new_point	                                timestamp	    uncertainty
1073	POINT (14.6085409767532 59.12388040439208)	9.0	POINT (14.6085409767532 59.12388040439208)	2.0	POINT (59.12389835815338 14.6085409767532)	1610727251.0	2.0
1074	POINT (14.60854836667042 59.12389006569936)	9.0	POINT (14.60854836667042 59.12389006569936)	2.0	POINT (59.12390801946063 14.60854836667042)	1610727253.0	2.0
1075	POINT (14.60854836641333 59.1238900655583)	9.0	POINT (14.60854836641333 59.1238900655583)	2.0	POINT (59.12390801931957 14.60854836641333)	1610727254.0	2.0
1076	POINT (14.60854814157743 59.12388766992113)	9.0	POINT (14.60854814157743 59.12388766992113)	2.213720039693932	POINT (59.12390754222169 14.60854814157743)	1610727256.0	2.213720039693932
1077	POINT (14.60854684194444 59.12389321755049)	9.0	POINT (14.60854684194444 59.12389321755049)	2.213720039693932	POINT (59.12391308985103 14.60854684194444)	1610727258.0	2.213720039693932
1078	POINT (14.60854684194437 59.12389321755057)	9.0	POINT (14.60854684194437 59.12389321755057)	2.213720039693932	POINT (59.12391308985111 14.60854684194437)	1610727259.0	2.213720039693932
1080	POINT (14.60854684103534 59.12389321770669)	9.0	POINT (14.60854684103534 59.12389321770669)	2.213720039693932	POINT (59.12391309000724 14.60854684103534)	1610727260.0	2.213720039693932
1081	POINT (14.608545581092 59.12389321953992)	9.0	POINT (14.608545581092 59.12389321953992)	2.213720039693932	POINT (59.12391309184046 14.608545581092)	1610727261.0	2.213720039693932
1083	POINT (14.6085455810919 59.12389321953977)	9.0	POINT (14.6085455810919 59.12389321953977)	2.213720039693932	POINT (59.12391309184032 14.6085455810919)	1610727262.0	2.213720039693932
1084	POINT (14.60854558109144 59.12389321953989)	9.0	POINT (14.60854558109144 59.12389321953989)	2.213720039693932	POINT (59.12391309184042 14.60854558109144)	1610727263.0	2.213720039693932
1085	POINT (14.60854558109474 59.12389321954004)	9.0	POINT (14.60854558109474 59.12389321954004)	2.213720039693932	POINT (59.12391309184059 14.60854558109474)	1610727264.0	2.213720039693932
1086	POINT (14.60854558109144 59.12389321953989)	9.0	POINT (14.60854558109144 59.12389321953989)	2.213720039693932	POINT (59.12391309184042 14.60854558109144)	1610727265.0	2.213720039693932
1087	POINT (14.60854560449309 59.12389264160676)	9.0	POINT (14.60854560449309 59.12389264160676)	2.0	POINT (59.12391059536803 14.60854560449309)	1610727274.0	2.0
1088	POINT (14.60854560865193 59.12389262010403)	9.0	POINT (14.60854560865193 59.12389262010403)	2.213720039693932	POINT (59.12391249240457 14.60854560865193)	1610727276.0	2.213720039693932
1090	POINT (14.60854729908694 59.12389391016578)	9.0	POINT (14.60854729908694 59.12389391016578)	2.213720039693932	POINT (59.12391378246632 14.60854729908694)	1610727283.0	2.213720039693932
1093	POINT (14.60854729908711 59.12389391016568)	9.0	POINT (14.60854729908711 59.12389391016568)	2.213720039693932	POINT (59.12391378246623 14.60854729908711)	1610727284.0	2.213720039693932
1099	POINT (14.60854651952593 59.12389114635225)	9.0	POINT (14.60854651952593 59.12389114635225)	2.0	POINT (59.12390910011352 14.60854651952593)	1610727294.0	2.0
1101	POINT (14.60854651952561 59.12389114635246)	9.0	POINT (14.60854651952561 59.12389114635246)	2.0	POINT (59.12390910011374 14.60854651952561)	1610727295.0	2.0
1102	POINT (14.60854631240488 59.12388486368374)	9.0	POINT (14.60854631240488 59.12388486368374)	2.0	POINT (59.12390281744502 14.60854631240488)	1610727301.0	2.0
1103	POINT (14.60854627892337 59.12388485535156)	9.0	POINT (14.60854627892337 59.12388485535156)	2.0	POINT (59.12390280911285 14.60854627892337)	1610727302.0	2.0
1104	POINT (14.60854667944469 59.12389607776599)	9.0	POINT (14.60854667944469 59.12389607776599)	2.0	POINT (59.12391403152725 14.60854667944469)	1610727303.0	2.0
1105	POINT (14.60854668160869 59.12389606415135)	9.0	POINT (14.60854668160869 59.12389606415135)	2.483834737194666	POINT (59.12391836123928 14.60854668160869)	1610727304.0	2.483834737194666
1107	POINT (14.60858803050479 59.12388151542375)	9.0	POINT (14.60858803050479 59.12388151542375)	2.9051612332094843	POINT (59.12390759470939 14.60858803050479)	1610727311.0	2.9051612332094843
1108	POINT (14.6085550167837 59.12389604606802)	9.0	POINT (14.6085550167837 59.12389604606802)	2.0	POINT (59.12391399982927 14.6085550167837)	1610727312.0	2.0
1109	POINT (14.6085550167837 59.12389604606802)	9.0	POINT (14.6085550167837 59.12389604606802)	2.0	POINT (59.12391399982927 14.6085550167837)	1610727313.0	2.0
1115	POINT (14.60854600805105 59.12388848608649)	9.0	POINT (14.60854600805105 59.12388848608649)	3.0048580151917843	POINT (59.12391546033822 14.60854600805105)	1610727321.0	3.0048580151917843
1116	POINT (14.60857361296942 59.12387719512608)	9.0	POINT (14.60857361296942 59.12387719512608)	2.0	POINT (59.12389514888739 14.60857361296942)	1610727323.0	2.0
1119	POINT (14.60857347047878 59.12387737421998)	9.0	POINT (14.60857347047878 59.12387737421998)	2.633465076114752	POINT (59.12390101452168 14.60857347047878)	1610727324.0	2.633465076114752
1121	POINT (14.60855717925683 59.12389363512604)	9.0	POINT (14.60855717925683 59.12389363512604)	2.0	POINT (59.1239115888873 14.60855717925683)	1610727325.0	2.0
1123	POINT (14.60855717925683 59.12389363512604)	9.0	POINT (14.60855717925683 59.12389363512604)	2.0	POINT (59.1239115888873 14.60855717925683)	1610727326.0	2.0
1124	POINT (14.60855717925683 59.12389363512604)	9.0	POINT (14.60855717925683 59.12389363512604)	2.0	POINT (59.1239115888873 14.60855717925683)	1610727327.0	2.0
1125	POINT (14.60855721500664 59.12390421220356)	9.0	POINT (14.60855721500664 59.12390421220356)	2.5499713657470697	POINT (59.12392710299208 14.60855721500664)	1610727333.0	2.5499713657470697
1126	POINT (14.60854929515219 59.12389612422643)	9.0	POINT (14.60854929515219 59.12389612422643)	2.0	POINT (59.12391407798768 14.60854929515219)	1610727334.0	2.0
1127	POINT (14.60854929515187 59.12389612422657)	9.0	POINT (14.60854929515187 59.12389612422657)	2.0	POINT (59.12391407798782 14.60854929515187)	1610727335.0	2.0
1128	POINT (14.60854929515219 59.12389612422643)	9.0	POINT (14.60854929515219 59.12389612422643)	2.0	POINT (59.12391407798768 14.60854929515219)	1610727336.0	2.0
1130	POINT (14.6085624333206 59.12387606097116)	9.0	POINT (14.6085624333206 59.12387606097116)	2.213720039693932	POINT (59.12389593327175 14.6085624333206)	1610727342.0	2.213720039693932
1132	POINT (14.60854821346465 59.12389347307557)	9.0	POINT (14.60854821346465 59.12389347307557)	2.213720039693932	POINT (59.12391334537612 14.60854821346465)	1610727343.0	2.213720039693932
1138	POINT (14.6085452639879 59.12390116711982)	9.0	POINT (14.6085452639879 59.12390116711982)	3.5967989680216927	POINT (59.12393345515474 14.6085452639879)	1610727353.0	3.5967989680216927
1139	POINT (14.60854858379759 59.12389836151689)	9.0	POINT (14.60854858379759 59.12389836151689)	2.0	POINT (59.12391631527814 14.60854858379759)	1610727354.0	2.0
1140	POINT (14.60854810155888 59.1238982426447)	9.0	POINT (14.60854810155888 59.1238982426447)	2.0	POINT (59.12391619640595 14.60854810155888)	1610727355.0	2.0
1142	POINT (14.60854810155828 59.12389824264474)	9.0	POINT (14.60854810155828 59.12389824264474)	2.0	POINT (59.12391619640599 14.60854810155828)	1610727357.0	2.0
1143	POINT (14.60854810155931 59.12389824264484)	9.0	POINT (14.60854810155931 59.12389824264484)	2.0	POINT (59.12391619640609 14.60854810155931)	1610727358.0	2.0
1144	POINT (14.60854818188389 59.12389826208896)	9.0	POINT (14.60854818188389 59.12389826208896)	2.0	POINT (59.12391621585021 14.60854818188389)	1610727359.0	2.0
1166	POINT (14.60855515429453 59.12390145721804)	9.0	POINT (14.60855515429453 59.12390145721804)	2.0	POINT (59.12391941097928 14.60855515429453)	1610727100.0	2.0
1168	POINT (14.60858502905089 59.12388286709725)	9.0	POINT (14.60858502905089 59.12388286709725)	2.213720039693932	POINT (59.12390273939783 14.60858502905089)	1610727102.0	2.213720039693932
1171	POINT (14.60858502905089 59.12388286709725)	9.0	POINT (14.60858502905089 59.12388286709725)	2.213720039693932	POINT (59.12390273939783 14.60858502905089)	1610727103.0	2.213720039693932
1172	POINT (14.60858502905091 59.12388286709728)	9.0	POINT (14.60858502905091 59.12388286709728)	2.213720039693932	POINT (59.12390273939786 14.60858502905091)	1610727104.0	2.213720039693932
1180	POINT (14.60855457078462 59.12389641533432)	9.0	POINT (14.60855457078462 59.12389641533432)	2.0	POINT (59.12391436909557 14.60855457078462)	1610726810.0	2.0
1184	POINT (14.60858502905091 59.12388286709728)	9.0	POINT (14.60858502905091 59.12388286709728)	2.213720039693932	POINT (59.12390273939786 14.60858502905091)	1610727105.0	2.213720039693932
1187	POINT (14.60855714474636 59.12390365875346)	9.0	POINT (14.60855714474636 59.12390365875346)	2.0	POINT (59.12392161251471 14.60855714474636)	1610727108.0	2.0
1191	POINT (14.60854696620727 59.1238767090579)	9.0	POINT (14.60854696620727 59.1238767090579)	2.7639897578600623	POINT (59.12390152106407 14.60854696620727)	1610727091.0	2.7639897578600623
1194	POINT (14.60852279995215 59.12385818839454)	9.0	POINT (14.60852279995215 59.12385818839454)	2.7869084125686827	POINT (59.12388320613881 14.60852279995215)	1610727093.0	2.7869084125686827
1195	POINT (14.60852279995215 59.12385818839454)	9.0	POINT (14.60852279995215 59.12385818839454)	2.7869084125686827	POINT (59.12388320613881 14.60852279995215)	1610727094.0	2.7869084125686827
1196	POINT (14.60858100194902 59.12388301346297)	9.0	POINT (14.60858100194902 59.12388301346297)	2.4218025302877804	POINT (59.12390475369523 14.60858100194902)	1610727095.0	2.4218025302877804
1198	POINT (14.6085551594224 59.12390147623579)	9.0	POINT (14.6085551594224 59.12390147623579)	2.0	POINT (59.12391942999703 14.6085551594224)	1610727096.0	2.0
1199	POINT (14.60855515429419 59.12390145721795)	9.0	POINT (14.60855515429419 59.12390145721795)	2.0	POINT (59.12391941097919 14.60855515429419)	1610727098.0	2.0
1200	POINT (14.60854345621551 59.12387720088942)	9.0	POINT (14.60854345621551 59.12387720088942)	3.1979088247855163	POINT (59.12390590813526 14.60854345621551)	1610727111.0	3.1979088247855163
1202	POINT (14.60855541099957 59.12390161946482)	9.0	POINT (14.60855541099957 59.12390161946482)	2.0	POINT (59.12391957322605 14.60855541099957)	1610727114.0	2.0
1655	POINT (14.60854691763988 59.12389057281511)	9.0	POINT (14.60854691763988 59.12389057281511)	2.483834737194666	POINT (59.12391286990306 14.60854691763988)	1610726194.0	2.483834737194666
1658	POINT (14.60854671360179 59.12388539917326)	9.0	POINT (14.60854671360179 59.12388539917326)	2.483834737194666	POINT (59.12390769626123 14.60854671360179)	1610726195.0	2.483834737194666
1664	POINT (14.60854672349442 59.12388535584858)	9.0	POINT (14.60854672349442 59.12388535584858)	2.483834737194666	POINT (59.12390765293654 14.60854672349442)	1610726197.0	2.483834737194666
1665	POINT (14.60854676861424 59.12388254834715)	9.0	POINT (14.60854676861424 59.12388254834715)	2.483834737194666	POINT (59.12390484543513 14.60854676861424)	1610726199.0	2.483834737194666
1668	POINT (14.60854608512317 59.12389091734362)	9.0	POINT (14.60854608512317 59.12389091734362)	3.1269626693514514	POINT (59.12391898771423 14.60854608512317)	1610726206.0	3.1269626693514514
1676	POINT (14.60854538600783 59.12389689439546)	9.0	POINT (14.60854538600783 59.12389689439546)	3.1269626693514514	POINT (59.12392496476605 14.60854538600783)	1610726210.0	3.1269626693514514
1677	POINT (14.60854757417861 59.12388258845914)	9.0	POINT (14.60854757417861 59.12388258845914)	2.7869084125686827	POINT (59.12390760620332 14.60854757417861)	1610726200.0	2.7869084125686827
1681	POINT (14.60854757417834 59.12388258845913)	9.0	POINT (14.60854757417834 59.12388258845913)	2.7869084125686827	POINT (59.12390760620332 14.60854757417834)	1610726201.0	2.7869084125686827
1683	POINT (14.60854757417833 59.12388258845922)	9.0	POINT (14.60854757417833 59.12388258845922)	2.7869084125686827	POINT (59.1239076062034 14.60854757417833)	1610726202.0	2.7869084125686827
1686	POINT (14.60854608517329 59.12389091910744)	9.0	POINT (14.60854608517329 59.12389091910744)	3.1269626693514514	POINT (59.12391898947805 14.60854608517329)	1610726203.0	3.1269626693514514
1688	POINT (14.60854608508872 59.12389091739818)	9.0	POINT (14.60854608508872 59.12389091739818)	3.1269626693514514	POINT (59.1239189877688 14.60854608508872)	1610726204.0	3.1269626693514514
1690	POINT (14.60854762064081 59.12388179651577)	9.0	POINT (14.60854762064081 59.12388179651577)	2.0	POINT (59.12389975027708 14.60854762064081)	1610726179.0	2.0
1692	POINT (14.60854762064141 59.12388179651565)	9.0	POINT (14.60854762064141 59.12388179651565)	2.0	POINT (59.12389975027695 14.60854762064141)	1610726181.0	2.0
1695	POINT (14.60854764819459 59.123881797786)	9.0	POINT (14.60854764819459 59.123881797786)	2.0	POINT (59.12389975154728 14.60854764819459)	1610726182.0	2.0
1697	POINT (14.60854764926223 59.12388179384975)	9.0	POINT (14.60854764926223 59.12388179384975)	2.483834737194666	POINT (59.12390409093774 14.60854764926223)	1610726183.0	2.483834737194666
1700	POINT (14.60854764926223 59.12388179384975)	9.0	POINT (14.60854764926223 59.12388179384975)	2.483834737194666	POINT (59.12390409093774 14.60854764926223)	1610726185.0	2.483834737194666
1701	POINT (14.60854764926209 59.12388179384983)	9.0	POINT (14.60854764926209 59.12388179384983)	2.483834737194666	POINT (59.12390409093782 14.60854764926209)	1610726186.0	2.483834737194666
1703	POINT (14.60854765307722 59.12389155851685)	9.0	POINT (14.60854765307722 59.12389155851685)	2.483834737194666	POINT (59.1239138556048 14.60854765307722)	1610726187.0	2.483834737194666
1705	POINT (14.60854755134313 59.12389067166434)	9.0	POINT (14.60854755134313 59.12389067166434)	2.483834737194666	POINT (59.12391296875229 14.60854755134313)	1610726188.0	2.483834737194666
1709	POINT (14.6085475526529 59.12389066781061)	9.0	POINT (14.6085475526529 59.12389066781061)	2.483834737194666	POINT (59.12391296489857 14.6085475526529)	1610726189.0	2.483834737194666
1711	POINT (14.60854755265295 59.12389066781061)	9.0	POINT (14.60854755265295 59.12389066781061)	2.483834737194666	POINT (59.12391296489857 14.60854755265295)	1610726190.0	2.483834737194666
1713	POINT (14.60854691763988 59.12389057281511)	9.0	POINT (14.60854691763988 59.12389057281511)	2.483834737194666	POINT (59.12391286990306 14.60854691763988)	1610726192.0	2.483834737194666
1716	POINT (14.60854691595464 59.12389057272096)	9.0	POINT (14.60854691595464 59.12389057272096)	2.483834737194666	POINT (59.1239128698089 14.60854691595464)	1610726193.0	2.483834737194666
1726	POINT (14.60854605085581 59.12389391824284)	9.0	POINT (14.60854605085581 59.12389391824284)	2.0158873366453003	POINT (59.12391201462283 14.60854605085581)	1610726564.0	2.0158873366453003
1727	POINT (14.608546050856 59.1238939182429)	9.0	POINT (14.608546050856 59.1238939182429)	2.0158873366453003	POINT (59.12391201462287 14.608546050856)	1610726565.0	2.0158873366453003
1730	POINT (14.60854605187307 59.12389390984006)	9.0	POINT (14.60854605187307 59.12389390984006)	2.7869084125686827	POINT (59.1239189275842 14.60854605187307)	1610726567.0	2.7869084125686827
1733	POINT (14.60854548939538 59.1238942835913)	9.0	POINT (14.60854548939538 59.1238942835913)	2.0	POINT (59.12391223735256 14.60854548939538)	1610726572.0	2.0
1734	POINT (14.6085465688235 59.12389426418451)	9.0	POINT (14.6085465688235 59.12389426418451)	2.213720039693932	POINT (59.12391413648504 14.6085465688235)	1610726574.0	2.213720039693932
1735	POINT (14.60854656882352 59.12389426418456)	9.0	POINT (14.60854656882352 59.12389426418456)	2.213720039693932	POINT (59.1239141364851 14.60854656882352)	1610726575.0	2.213720039693932
1736	POINT (14.60854771797628 59.12389702823744)	9.0	POINT (14.60854771797628 59.12389702823744)	2.0	POINT (59.12391498199869 14.60854771797628)	1610726582.0	2.0
1737	POINT (14.60854771797799 59.12389702823765)	9.0	POINT (14.60854771797799 59.12389702823765)	2.0	POINT (59.12391498199889 14.60854771797799)	1610726583.0	2.0
1738	POINT (14.60854771797982 59.12389702823786)	9.0	POINT (14.60854771797982 59.12389702823786)	2.0	POINT (59.12391498199911 14.60854771797982)	1610726585.0	2.0
1739	POINT (14.60854517532591 59.1238991382722)	9.0	POINT (14.60854517532591 59.1238991382722)	2.0	POINT (59.12391709203344 14.60854517532591)	1610726590.0	2.0
1740	POINT (14.60854526563184 59.12389660081914)	9.0	POINT (14.60854526563184 59.12389660081914)	2.0	POINT (59.12391455458038 14.60854526563184)	1610726592.0	2.0
1741	POINT (14.60854770947417 59.12389658390462)	9.0	POINT (14.60854770947417 59.12389658390462)	2.0	POINT (59.12391453766587 14.60854770947417)	1610726593.0	2.0
1742	POINT (14.60854770947402 59.12389658390465)	9.0	POINT (14.60854770947402 59.12389658390465)	2.0	POINT (59.1239145376659 14.60854770947402)	1610726594.0	2.0
1743	POINT (14.60854770947413 59.12389658390464)	9.0	POINT (14.60854770947413 59.12389658390464)	2.0	POINT (59.1239145376659 14.60854770947413)	1610726596.0	2.0
1744	POINT (14.60854740173017 59.1238942852171)	9.0	POINT (14.60854740173017 59.1238942852171)	2.0	POINT (59.12391223897836 14.60854740173017)	1610726603.0	2.0
1746	POINT (14.60854737634618 59.12389427949557)	9.0	POINT (14.60854737634618 59.12389427949557)	2.0	POINT (59.12391223325683 14.60854737634618)	1610726605.0	2.0
1748	POINT (14.60854737558761 59.12389427395929)	9.0	POINT (14.60854737558761 59.12389427395929)	2.0	POINT (59.12391222772055 14.60854737558761)	1610726606.0	2.0
1749	POINT (14.60854737558761 59.12389427395929)	9.0	POINT (14.60854737558761 59.12389427395929)	2.0	POINT (59.12391222772055 14.60854737558761)	1610726607.0	2.0
1750	POINT (14.60854779724748 59.12389723363971)	9.0	POINT (14.60854779724748 59.12389723363971)	2.0	POINT (59.12391518740097 14.60854779724748)	1610726610.0	2.0
1751	POINT (14.60856156997727 59.12387302206648)	9.0	POINT (14.60856156997727 59.12387302206648)	2.0	POINT (59.12389097582779 14.60856156997727)	1610726611.0	2.0
1752	POINT (14.60856259109037 59.12387235356732)	9.0	POINT (14.60856259109037 59.12387235356732)	2.0	POINT (59.12389030732864 14.60856259109037)	1610726613.0	2.0
1753	POINT (14.60854722473858 59.12389424613608)	9.0	POINT (14.60854722473858 59.12389424613608)	2.0	POINT (59.12391219989733 14.60854722473858)	1610726614.0	2.0
1754	POINT (14.60854722576328 59.12389424011286)	9.0	POINT (14.60854722576328 59.12389424011286)	2.0	POINT (59.12391219387412 14.60854722576328)	1610726619.0	2.0
1755	POINT (14.60854554267673 59.12389428882958)	9.0	POINT (14.60854554267673 59.12389428882958)	3.588112716584453	POINT (59.12392649888909 14.60854554267673)	1610726620.0	3.588112716584453
1759	POINT (14.60854732253521 59.12389426806433)	9.0	POINT (14.60854732253521 59.12389426806433)	2.0	POINT (59.12391222182559 14.60854732253521)	1610726626.0	2.0
1761	POINT (14.60854732312396 59.12389426127511)	9.0	POINT (14.60854732312396 59.12389426127511)	2.0	POINT (59.12391221503637 14.60854732312396)	1610726627.0	2.0
1763	POINT (14.60854716027513 59.12388690821949)	9.0	POINT (14.60854716027513 59.12388690821949)	2.0	POINT (59.12390486198078 14.60854716027513)	1610726630.0	2.0
1764	POINT (14.60854740306171 59.12389428543467)	9.0	POINT (14.60854740306171 59.12389428543467)	2.0	POINT (59.12391223919593 14.60854740306171)	1610726632.0	2.0
1765	POINT (14.60854737703049 59.12389427264638)	9.0	POINT (14.60854737703049 59.12389427264638)	2.0	POINT (59.12391222640764 14.60854737703049)	1610726633.0	2.0
1766	POINT (14.60854737703049 59.12389427264638)	9.0	POINT (14.60854737703049 59.12389427264638)	2.0	POINT (59.12391222640764 14.60854737703049)	1610726634.0	2.0
1767	POINT (14.60854737703481 59.12389427264682)	9.0	POINT (14.60854737703481 59.12389427264682)	2.0	POINT (59.12391222640807 14.60854737703481)	1610726635.0	2.0
1768	POINT (14.60854737703049 59.12389427264638)	9.0	POINT (14.60854737703049 59.12389427264638)	2.0	POINT (59.12391222640764 14.60854737703049)	1610726636.0	2.0
1769	POINT (14.60854737703049 59.12389427264638)	9.0	POINT (14.60854737703049 59.12389427264638)	2.0	POINT (59.12391222640764 14.60854737703049)	1610726638.0	2.0
1770	POINT (14.60854737703481 59.12389427264682)	9.0	POINT (14.60854737703481 59.12389427264682)	2.0	POINT (59.12391222640807 14.60854737703481)	1610726639.0	2.0
1771	POINT (14.60855181178779 59.12390260214374)	9.0	POINT (14.60855181178779 59.12390260214374)	2.5210901041454328	POINT (59.12392523366863 14.60855181178779)	1610726640.0	2.5210901041454328
1772	POINT (14.60855407760171 59.12390065042906)	9.0	POINT (14.60855407760171 59.12390065042906)	2.5210901041454328	POINT (59.12392328195395 14.60855407760171)	1610726641.0	2.5210901041454328
1773	POINT (14.60854762688536 59.1238943452518)	9.0	POINT (14.60854762688536 59.1238943452518)	2.483834737194666	POINT (59.12391664233972 14.60854762688536)	1610726643.0	2.483834737194666
1774	POINT (14.60853636106298 59.12387251842365)	9.0	POINT (14.60853636106298 59.12387251842365)	2.696905947674757	POINT (59.12389672822648 14.60853636106298)	1610726644.0	2.696905947674757
1775	POINT (14.60856308002026 59.12387346180662)	9.0	POINT (14.60856308002026 59.12387346180662)	2.0	POINT (59.12389141556794 14.60856308002026)	1610726645.0	2.0
1776	POINT (14.60854860405927 59.12389429165906)	9.0	POINT (14.60854860405927 59.12389429165906)	2.0	POINT (59.12391224542031 14.60854860405927)	1610726646.0	2.0
1777	POINT (14.60854856983114 59.1238942839879)	9.0	POINT (14.60854856983114 59.1238942839879)	2.0	POINT (59.12391223774915 14.60854856983114)	1610726648.0	2.0
1778	POINT (14.60854856983105 59.12389428398803)	9.0	POINT (14.60854856983105 59.12389428398803)	2.0	POINT (59.12391223774929 14.60854856983105)	1610726649.0	2.0
1779	POINT (14.60854518593046 59.12389876738359)	9.0	POINT (14.60854518593046 59.12389876738359)	4.103649315090938	POINT (59.12393560535357 14.60854518593046)	1610726650.0	4.103649315090938
1780	POINT (14.60856379987375 59.12387280758559)	9.0	POINT (14.60856379987375 59.12387280758559)	2.213720039693932	POINT (59.1238926798862 14.60856379987375)	1610726653.0	2.213720039693932
1782	POINT (14.60853951655211 59.12387700245573)	9.0	POINT (14.60853951655211 59.12387700245573)	2.0	POINT (59.12389495621703 14.60853951655211)	1610726654.0	2.0
1783	POINT (14.60854372160948 59.1238932425953)	9.0	POINT (14.60854372160948 59.1238932425953)	2.0	POINT (59.12391119635656 14.60854372160948)	1610726656.0	2.0
1789	POINT (14.60853726605094 59.12388234977456)	9.0	POINT (14.60853726605094 59.12388234977456)	2.213720039693932	POINT (59.12390222207513 14.60853726605094)	1610726661.0	2.213720039693932
1794	POINT (14.60854707417329 59.12388791488373)	9.0	POINT (14.60854707417329 59.12388791488373)	2.213720039693932	POINT (59.12390778718429 14.60854707417329)	1610726665.0	2.213720039693932
1796	POINT (14.60856060697579 59.12387143852995)	9.0	POINT (14.60856060697579 59.12387143852995)	2.0	POINT (59.12388939229128 14.60856060697579)	1610726676.0	2.0
1797	POINT (14.60856060697583 59.12387143852994)	9.0	POINT (14.60856060697583 59.12387143852994)	2.0	POINT (59.12388939229128 14.60856060697583)	1610726678.0	2.0
1798	POINT (14.60854781777065 59.12388794147726)	9.0	POINT (14.60854781777065 59.12388794147726)	2.0	POINT (59.12390589523854 14.60854781777065)	1610726679.0	2.0
1800	POINT (14.60854934895089 59.1238966434082)	9.0	POINT (14.60854934895089 59.1238966434082)	2.0	POINT (59.12391459716945 14.60854934895089)	1610726683.0	2.0
1801	POINT (14.60854883723265 59.12389651230383)	9.0	POINT (14.60854883723265 59.12389651230383)	2.0	POINT (59.12391446606508 14.60854883723265)	1610726684.0	2.0
1804	POINT (14.60854883723279 59.12389651230372)	9.0	POINT (14.60854883723279 59.12389651230372)	2.0	POINT (59.12391446606496 14.60854883723279)	1610726685.0	2.0
1807	POINT (14.60854883804915 59.12389650631299)	9.0	POINT (14.60854883804915 59.12389650631299)	2.0	POINT (59.12391446007425 14.60854883804915)	1610726689.0	2.0
1809	POINT (14.60853714562145 59.12389995439668)	9.0	POINT (14.60853714562145 59.12389995439668)	2.674899862977334	POINT (59.12392396665342 14.60853714562145)	1610726691.0	2.674899862977334
1811	POINT (14.60855058779939 59.12390019085099)	9.0	POINT (14.60855058779939 59.12390019085099)	4.517166279289971	POINT (59.12394074091336 14.60855058779939)	1610726692.0	4.517166279289971
1812	POINT (14.60853339160582 59.12390146432981)	9.0	POINT (14.60853339160582 59.12390146432981)	2.213720039693932	POINT (59.12392133663033 14.60853339160582)	1610726693.0	2.213720039693932
1814	POINT (14.60855736084953 59.12390060045991)	9.0	POINT (14.60855736084953 59.12390060045991)	2.0	POINT (59.12391855422115 14.60855736084953)	1610726694.0	2.0
1817	POINT (14.60855388716285 59.12389691574414)	9.0	POINT (14.60855388716285 59.12389691574414)	2.0	POINT (59.12391486950538 14.60855388716285)	1610726696.0	2.0
1819	POINT (14.60855388716303 59.12389691574408)	9.0	POINT (14.60855388716303 59.12389691574408)	2.0	POINT (59.12391486950533 14.60855388716303)	1610726699.0	2.0
1820	POINT (14.60854916283862 59.123899713496)	9.0	POINT (14.60854916283862 59.123899713496)	3.5085098209256573	POINT (59.12393120896979 14.60854916283862)	1610726700.0	3.5085098209256573
1824	POINT (14.60855724839824 59.12390308062118)	9.0	POINT (14.60855724839824 59.12390308062118)	2.0	POINT (59.12392103438241 14.60855724839824)	1610726703.0	2.0
1825	POINT (14.6085534969248 59.12389922323598)	9.0	POINT (14.6085534969248 59.12389922323598)	2.0	POINT (59.12391717699722 14.6085534969248)	1610726704.0	2.0
1831	POINT (14.60855349692506 59.12389922323617)	9.0	POINT (14.60855349692506 59.12389922323617)	2.0	POINT (59.12391717699742 14.60855349692506)	1610726710.0	2.0
1835	POINT (14.60855472834097 59.1239012446795)	9.0	POINT (14.60855472834097 59.1239012446795)	2.0	POINT (59.12391919844075 14.60855472834097)	1610726713.0	2.0
1837	POINT (14.60854865115831 59.12388571280657)	9.0	POINT (14.60854865115831 59.12388571280657)	2.0	POINT (59.12390366656786 14.60854865115831)	1610726714.0	2.0
1840	POINT (14.60855472834118 59.1239012446796)	9.0	POINT (14.60855472834118 59.1239012446796)	2.0	POINT (59.12391919844084 14.60855472834118)	1610726715.0	2.0
1841	POINT (14.60855472428872 59.12390123052788)	9.0	POINT (14.60855472428872 59.12390123052788)	2.0	POINT (59.12391918428913 14.60855472428872)	1610726716.0	2.0
1846	POINT (14.60855403226307 59.1238721623658)	9.0	POINT (14.60855403226307 59.1238721623658)	4.025928684123308	POINT (59.1239083026471 14.60855403226307)	1610726721.0	4.025928684123308
1848	POINT (14.60855564943351 59.12390175713645)	9.0	POINT (14.60855564943351 59.12390175713645)	2.0	POINT (59.1239197108977 14.60855564943351)	1610726722.0	2.0
1864	POINT (14.60855677786587 59.12390030931111)	9.0	POINT (14.60855677786587 59.12390030931111)	2.0	POINT (59.12391826307235 14.60855677786587)	1610726738.0	2.0
1868	POINT (14.60855677786553 59.12390030931101)	9.0	POINT (14.60855677786553 59.12390030931101)	2.0	POINT (59.12391826307225 14.60855677786553)	1610726739.0	2.0
1870	POINT (14.60855677786601 59.12390030931129)	9.0	POINT (14.60855677786601 59.12390030931129)	2.0	POINT (59.12391826307253 14.60855677786601)	1610726740.0	2.0
1873	POINT (14.60855233762718 59.12390108424971)	9.0	POINT (14.60855233762718 59.12390108424971)	2.0	POINT (59.12391903801095 14.60855233762718)	1610726741.0	2.0
1876	POINT (14.60855017388557 59.12389873058439)	9.0	POINT (14.60855017388557 59.12389873058439)	2.0	POINT (59.12391668434564 14.60855017388557)	1610726742.0	2.0
